,docId,annotSet,annotType,startOffset,endOffset,annotId,text,other
1187,S0967064513002774-1376,8,Quantity,832,841,T1-8,below 80%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
1188,S0967064513002774-1376,8,MeasuredProperty,819,831,T3-8,did not fall,"{""HasQuantity"": ""T1-8""}"
1189,S0967064513002774-1376,8,MeasuredEntity,801,818,T2-8,oxygen saturation,"{""HasProperty"": ""T3-8""}"
1190,S0967064513002774-1376,9,Quantity,868,877,T1-9,T+21 days,"{""unit"": ""days""}"
1191,S0967064513002774-1376,9,MeasuredProperty,894,901,T5-9,removed,"{""HasQuantity"": ""T1-9""}"
1192,S0967064513002774-1376,9,MeasuredEntity,879,888,T4-9,fragments,"{""HasProperty"": ""T5-9""}"
1193,S0967064513002774-1376,9,Qualifier,843,864,T2-9,Following incubations,"{""Qualifies"": ""T1-9""}"
1194,S0967064513002774-1376,10,Quantity,919,925,T1-10,−20 °C,"{""unit"": ""°C""}"
1195,S0967064513002774-1376,10,MeasuredProperty,906,915,T3-10,preserved,"{""HasQuantity"": ""T1-10""}"
1196,S0967064513002774-1376,10,MeasuredEntity,879,888,T2-10,fragments,"{""HasProperty"": ""T3-10""}"
1197,S1359645413009816-1712,1,Quantity,187,205,T1-1,1.25 to 50 K min-1,"{""mods"": [""IsRange""], ""unit"": ""K min-1""}"
1198,S1359645413009816-1712,1,MeasuredEntity,153,166,T3-1,heating rates,"{""HasQuantity"": ""T1-1""}"
1212,S175058361300203X-1240,1,Quantity,482,503,T1-1,approximately 6.2 MPa,"{""mods"": [""IsApproximate""], ""unit"": ""MPa""}"
1213,S175058361300203X-1240,1,MeasuredProperty,427,435,T2-1,pressure,"{""HasQuantity"": ""T1-1""}"
1214,S175058361300203X-1240,1,MeasuredEntity,365,384,T4-1,reservoir at Ketzin,"{""HasProperty"": ""T2-1""}"
1215,S175058361300203X-1240,1,Qualifier,459,476,T3-1,injection horizon,"{""Qualifies"": ""T4-1""}"
1216,S175058361300203X-1240,1,Qualifier,386,425,T6-1,Prior to the start of the CO2 injection,"{""Qualifies"": ""T1-1""}"
1217,S175058361300203X-1240,2,Quantity,508,513,T1-2,34 °C,"{""unit"": ""°C""}"
1218,S175058361300203X-1240,2,MeasuredProperty,440,451,T3-2,temperature,"{""HasQuantity"": ""T1-2""}"
1219,S175058361300203X-1240,2,MeasuredEntity,365,384,T2-2,reservoir at Ketzin,"{""HasProperty"": ""T3-2""}"
1220,S175058361300203X-1240,2,Qualifier,459,476,T4-2,injection horizon,"{""Qualifies"": ""T2-2""}"
1221,S175058361300203X-1240,2,Qualifier,386,425,T6-2,Prior to the start of the CO2 injection,"{""Qualifies"": ""T3-2""}"
1222,S175058361300203X-1240,3,Quantity,639,652,T1-3,"October 2009,",
1223,S175058361300203X-1240,3,MeasuredProperty,678,728,T3-3,reached values of approximately 7.73 MPa and 38 °C,"{""HasQuantity"": ""T1-3""}"
1224,S175058361300203X-1240,3,MeasuredEntity,653,677,T2-3,pressure and temperature,"{""HasProperty"": ""T3-3""}"
1225,S175058361300203X-1240,4,Quantity,696,718,T1-4,approximately 7.73 MPa,"{""mods"": [""IsApproximate""], ""unit"": ""MPa""}"
1226,S175058361300203X-1240,4,MeasuredProperty,653,661,T4-4,pressure,"{""HasQuantity"": ""T1-4""}"
1227,S175058361300203X-1240,4,MeasuredEntity,365,384,T2-4,reservoir at Ketzin,"{""HasProperty"": ""T4-4""}"
1228,S175058361300203X-1240,4,Qualifier,639,651,T5-4,October 2009,"{""Qualifies"": ""T4-4""}"
1229,S175058361300203X-1240,4,Qualifier,744,801,T3-4,in the injection well Ktzi201/2007 at the injection depth,"{""Qualifies"": ""T2-4""}"
1230,S175058361300203X-1240,5,Quantity,723,728,T1-5,38 °C,"{""unit"": ""°C""}"
1231,S175058361300203X-1240,5,MeasuredProperty,666,677,T4-5,temperature,"{""HasQuantity"": ""T1-5""}"
1232,S175058361300203X-1240,5,MeasuredEntity,365,384,T2-5,reservoir at Ketzin,"{""HasProperty"": ""T4-5""}"
1233,S175058361300203X-1240,5,Qualifier,639,651,T6-5,October 2009,"{""Qualifies"": ""T4-5""}"
1234,S175058361300203X-1240,5,Qualifier,744,801,T3-5,in the injection well Ktzi201/2007 at the injection depth,"{""Qualifies"": ""T2-5""}"
1235,S175058361300203X-1240,6,Quantity,1098,1114,T1-6,around 260 kg/m3,"{""mods"": [""IsApproximate""], ""unit"": ""kg/m3""}"
1236,S175058361300203X-1240,6,MeasuredProperty,1086,1093,T5-6,density,"{""HasQuantity"": ""T1-6""}"
1237,S175058361300203X-1240,6,MeasuredEntity,1082,1085,T2-6,CO2,"{""HasProperty"": ""T5-6""}"
1238,S175058361300203X-1240,6,Qualifier,1115,1160,T4-6,at the injection point (38 °C) in autumn 2009,"{""Qualifies"": ""T5-6""}"
1239,S175058361300203X-1240,7,Quantity,1139,1144,T1-7,38 °C,"{""unit"": ""°C""}"
1240,S175058361300203X-1240,7,MeasuredEntity,1122,1137,T2-7,injection point,"{""HasQuantity"": ""T1-7""}"
1241,S175058361300203X-1240,8,Quantity,1149,1160,T1-8,autumn 2009,
1242,S175058361300203X-1240,8,MeasuredProperty,1098,1145,T3-8,around 260 kg/m3 at the injection point (38 °C),"{""HasQuantity"": ""T1-8""}"
1243,S175058361300203X-1240,8,MeasuredEntity,1082,1093,T2-8,CO2 density,"{""HasProperty"": ""T3-8""}"
1244,S175058361300203X-1240,9,Quantity,1177,1191,T1-9,near 320 kg/m3,"{""mods"": [""IsApproximate""], ""unit"": ""kg/m3""}"
1245,S175058361300203X-1240,9,MeasuredProperty,1086,1093,T5-9,density,"{""HasQuantity"": ""T1-9""}"
1246,S175058361300203X-1240,9,MeasuredEntity,1082,1085,T2-9,CO2,"{""HasProperty"": ""T5-9""}"
1247,S175058361300203X-1240,9,Qualifier,1192,1271,T4-9,"in the more distant part of the plume, close to the ambient temperature (34 °C)","{""Qualifies"": ""T5-9""}"
1248,S175058361300203X-1240,10,Quantity,1265,1270,T1-10,34 °C,"{""unit"": ""°C""}"
1249,S175058361300203X-1240,10,MeasuredEntity,1244,1263,T3-10,ambient temperature,"{""HasQuantity"": ""T1-10""}"
1250,S1750583613004192-1126,1,Quantity,377,395,T1-1,approximately 1 km,"{""mods"": [""IsApproximate""], ""unit"": ""km""}"
1251,S1750583613004192-1126,1,MeasuredProperty,396,413,T3-1,below the surface,"{""HasQuantity"": ""T1-1""}"
1252,S1750583613004192-1126,1,MeasuredEntity,362,376,T2-1,saline aquifer,"{""HasProperty"": ""T3-1""}"
1253,S1750583613004192-1126,2,Quantity,418,424,T1-2,200 km,"{""unit"": ""km""}"
1254,S1750583613004192-1126,2,MeasuredProperty,425,439,T4-2,from the coast,"{""HasQuantity"": ""T1-2""}"
1255,S1750583613004192-1126,2,MeasuredEntity,362,376,T3-2,saline aquifer,"{""HasProperty"": ""T4-2""}"
1256,S1750583613004192-1126,3,Quantity,483,497,T1-3,almost 1 Mt/yr,"{""mods"": [""IsApproximate""], ""unit"": ""Mt/yr""}"
1257,S1750583613004192-1126,3,MeasuredProperty,474,482,T5-3,injected,"{""HasQuantity"": ""T1-3""}"
1258,S1750583613004192-1126,3,MeasuredEntity,501,513,T3-3,captured CO2,"{""HasProperty"": ""T5-3""}"
1259,S1750583613004192-1126,3,Qualifier,514,535,T4-3,into the storage site,"{""Qualifies"": ""T5-3""}"
1260,S1750583613004192-1126,4,Quantity,536,547,T1-4,since 1996.,"{""mods"": [""IsRange""]}"
1261,S1750583613004192-1126,4,MeasuredProperty,474,482,T3-4,injected,"{""HasQuantity"": ""T1-4""}"
1262,S1750583613004192-1126,4,MeasuredEntity,501,513,T2-4,captured CO2,"{""HasProperty"": ""T3-4""}"
1263,S1750583613004192-1126,4,Qualifier,514,535,T4-4,into the storage site,"{""Qualifies"": ""T3-4""}"
1264,S1750583613004192-1126,5,Quantity,595,620,T1-5,eight thin shale barriers,"{""unit"": ""thin shale barriers""}"
1265,S1750583613004192-1126,5,MeasuredProperty,570,594,T4-5,ascended rapidly through,"{""HasQuantity"": ""T1-5""}"
1266,S1750583613004192-1126,5,MeasuredEntity,552,569,T3-5,buoyant CO2 plume,"{""HasProperty"": ""T4-5""}"
1267,S1750583613004192-1126,6,Quantity,665,686,T1-6,less than three years,"{""mods"": [""IsRange""], ""unit"": ""years""}"
1268,S1750583613004192-1126,6,MeasuredProperty,643,661,T3-6,reach the top seal,"{""HasQuantity"": ""T1-6""}"
1269,S1750583613004192-1126,6,MeasuredEntity,552,569,T2-6,buoyant CO2 plume,"{""HasProperty"": ""T3-6""}"
1270,S1750583613004192-1126,7,Quantity,731,736,T1-7,eight,"{""mods"": [""IsCount""]}"
1271,S1750583613004192-1126,7,MeasuredEntity,737,752,T3-7,seismic surveys,"{""HasQuantity"": ""T1-7""}"
1272,S1750583613004192-1126,8,Quantity,839,843,T1-8,nine,"{""mods"": [""IsCount""]}"
1273,S1750583613004192-1126,8,MeasuredEntity,844,859,T2-8,thin CO2 layers,"{""HasQuantity"": ""T1-8""}"
1274,S1750583613004192-1126,9,Quantity,1668,1686,T1-9,approximately 1 km,"{""mods"": [""IsApproximate""], ""unit"": ""km""}"
1275,S1750583613004192-1126,9,MeasuredEntity,1690,1693,T2-9,ice,"{""HasQuantity"": ""T1-9""}"
1276,S1750583613004192-1689,1,Quantity,521,539,T1-1,hundreds of meters,"{""mods"": [""IsApproximate""], ""unit"": ""meters""}"
1277,S1750583613004192-1689,1,MeasuredEntity,543,546,T2-1,ice,"{""HasQuantity"": ""T1-1""}"
1278,S1750583613004192-1689,2,Quantity,631,637,T1-2,10 MPa,"{""unit"": ""MPa""}"
1279,S1750583613004192-1689,2,MeasuredProperty,641,653,T2-2,overpressure,"{""HasQuantity"": ""T1-2""}"
1280,S1750583613004192-1689,2,MeasuredEntity,592,616,T4-2,transient ice sheet load,"{""HasProperty"": ""T2-2""}"
1281,S1750583613004192-1689,3,Quantity,827,857,T1-3,less than a few thousand years,"{""mods"": [""IsApproximate"", ""IsRange""], ""unit"": ""years""}"
1282,S1750583613004192-1689,3,MeasuredProperty,815,823,T4-3,timespan,"{""HasQuantity"": ""T1-3""}"
1283,S1750583613004192-1689,3,MeasuredEntity,806,814,T3-3,ablation,"{""HasProperty"": ""T4-3""}"
1284,S1750583613004192-1689,4,Quantity,904,910,T1-4,10 MPa,"{""unit"": ""MPa""}"
1285,S1750583613004192-1689,4,MeasuredProperty,641,653,T2-4,overpressure,"{""HasQuantity"": ""T1-4""}"
1286,S1750583613004192-1689,4,MeasuredEntity,592,616,T4-4,transient ice sheet load,"{""HasProperty"": ""T2-4""}"
1297,S1873506114000075-1104,1,Quantity,101,104,T1-1,10%,"{""unit"": ""%""}"
1298,S1873506114000075-1104,1,MeasuredEntity,105,139,T3-1,neutral buffered formalin solution,"{""HasQuantity"": ""T1-1""}"
1299,S1873506114000075-665,1,Quantity,100,106,T1-1,100-mm,"{""unit"": ""mm""}"
1300,S1873506114000075-665,1,MeasuredEntity,107,113,T3-1,dishes,"{""HasQuantity"": ""T1-1""}"
1301,S1873506114000075-665,2,Quantity,419,435,T1-2,50 μm and 100 μm,"{""mods"": [""IsList""], ""unit"": ""μm""}"
1302,S1873506114000075-665,2,MeasuredEntity,408,417,T3-2,Scale bar,"{""HasQuantity"": ""T1-2""}"
1303,S1873506114000075-665,3,Quantity,586,592,T1-3,100 μm,"{""unit"": ""μm""}"
1304,S1873506114000075-665,3,MeasuredEntity,575,584,T2-3,Scale bar,"{""HasQuantity"": ""T1-3""}"
1305,S2211124712002884-620,1,Quantity,233,238,T1-1,50 μm,"{""unit"": ""μm""}"
1306,S2211124712002884-620,1,MeasuredEntity,222,231,T2-1,Scale bar,"{""HasQuantity"": ""T1-1""}"
1309,S2213158213000582-1041,1,Quantity,10,23,T1-1,50 and 100 ms,"{""mods"": [""IsList""], ""unit"": ""ms""}"
1310,S2213158213000582-1041,1,MeasuredProperty,28,36,T3-1,activity,"{""HasQuantity"": ""T1-1""}"
1311,S2213158213000582-1041,1,MeasuredEntity,24,27,T2-1,STG,"{""HasProperty"": ""T3-1""}"
1312,S2213158213000582-1041,1,Qualifier,0,9,T4-1,Bilateral,"{""Qualifies"": ""T2-1""}"
1313,S2213158213000582-1041,2,Quantity,92,105,T1-2,50 and 100 ms,"{""mods"": [""IsList""], ""unit"": ""ms""}"
1314,S2213158213000582-1041,2,MeasuredProperty,110,118,T4-2,activity,"{""HasQuantity"": ""T1-2""}"
1315,S2213158213000582-1041,2,MeasuredEntity,106,109,T3-2,STG,"{""HasProperty"": ""T4-2""}"
1316,S2213158213000582-1041,2,Qualifier,82,91,T5-2,bilateral,"{""Qualifies"": ""T3-2""}"
1319,S2213158213000582-1183,1,Quantity,112,118,T1-1,100 ms,"{""unit"": ""ms""}"
1320,S2213158213000582-1183,1,MeasuredProperty,119,138,T2-1,auditory amplitudes,"{""HasQuantity"": ""T1-1""}"
1321,S2213158213000582-1183,1,MeasuredEntity,142,172,T4-1,individuals with schizophrenia,"{""HasProperty"": ""T2-1""}"
1322,S2213158213000582-1183,2,Quantity,306,312,T1-2,100 ms,"{""unit"": ""ms""}"
1323,S2213158213000582-1183,2,MeasuredEntity,313,335,T3-2,auditory abnormalities,"{""HasQuantity"": ""T1-2""}"
1324,S2213158213000582-1183,3,Quantity,404,420,T1-3,greater than 1 s,"{""mods"": [""IsRange""], ""unit"": ""s""}"
1325,S2213158213000582-1183,3,MeasuredEntity,380,403,T3-3,interstimulus intervals,"{""HasQuantity"": ""T1-3""}"
1326,S2213158213000582-1183,4,Quantity,729,732,T1-4,142,
1327,S2213158213000582-1183,4,MeasuredProperty,725,726,T2-4,N,"{""HasQuantity"": ""T1-4""}"
1328,S2213158213000582-1183,4,MeasuredEntity,721,723,T3-4,SZ,"{""HasProperty"": ""T2-4""}"
1329,S2213158213000582-1183,5,Quantity,754,757,T1-5,221,
1330,S2213158213000582-1183,5,MeasuredProperty,750,751,T2-5,N,"{""HasQuantity"": ""T1-5""}"
1331,S2213158213000582-1183,5,MeasuredEntity,746,748,T3-5,HC,"{""HasProperty"": ""T2-5""}"
1332,S2213158213000582-1183,6,Quantity,1105,1111,T1-6,100 ms,"{""unit"": ""ms""}"
1333,S2213158213000582-1183,6,MeasuredEntity,1112,1130,T3-6,auditory processes,"{""HasQuantity"": ""T1-6""}"
1334,S2213158213000582-1183,7,Quantity,1159,1161,T1-7,79,
1335,S2213158213000582-1183,7,MeasuredProperty,1155,1156,T2-7,N,"{""HasQuantity"": ""T1-7""}"
1336,S2213158213000582-1183,7,MeasuredEntity,1151,1153,T3-7,SZ,"{""HasProperty"": ""T2-7""}"
1337,S2213158213000582-1183,8,Quantity,1175,1177,T1-8,73,
1338,S2213158213000582-1183,8,MeasuredProperty,1171,1172,T2-8,N,"{""HasQuantity"": ""T1-8""}"
1339,S2213158213000582-1183,8,MeasuredEntity,1167,1169,T3-8,HC,"{""HasProperty"": ""T2-8""}"
1375,S2213158213000582-1390,1,Quantity,23,28,T1-1,50 ms,"{""unit"": ""ms""}"
1376,S2213158213000582-1390,1,MeasuredEntity,0,19,T3-1,Group contrast maps,"{""HasQuantity"": ""T1-1""}"
1377,S2213158213000582-1390,2,Quantity,99,103,T3-2,0.05,
1378,S2213158213000582-1390,2,MeasuredProperty,95,96,T2-2,q,"{""HasQuantity"": ""T3-2""}"
1379,S2213158213000582-1390,2,MeasuredEntity,91,94,T1-2,FDR,"{""HasProperty"": ""T2-2""}"
1380,S2213158213000582-1390,3,Quantity,234,239,T1-3,50-ms,"{""unit"": ""ms""}"
1381,S2213158213000582-1390,3,MeasuredProperty,240,248,T4-3,activity,"{""HasQuantity"": ""T1-3""}"
1382,S2213158213000582-1390,3,MeasuredEntity,200,233,T3-3,"left and right IFG (L-IFG, R-IFG)","{""HasProperty"": ""T4-3""}"
1383,S2213158213000582-1390,4,Quantity,348,353,T1-4,50 ms,"{""unit"": ""ms""}"
1384,S2213158213000582-1390,4,MeasuredProperty,354,362,T3-4,activity,"{""HasQuantity"": ""T1-4""}"
1385,S2213158213000582-1390,4,MeasuredEntity,315,347,T2-4,left supramarginal gyrus (L-SMG),"{""HasProperty"": ""T3-4""}"
1386,S2213158213000582-1398,1,Quantity,15,20,T1-1,50 ms,"{""unit"": ""ms""}"
1387,S2213158213000582-1398,1,MeasuredEntity,21,31,T2-1,group maps,"{""HasQuantity"": ""T1-1""}"
1388,S2213158213000582-1398,2,Quantity,56,62,T1-2,100 ms,"{""unit"": ""ms""}"
1389,S2213158213000582-1398,2,MeasuredEntity,33,52,T3-2,group contrast maps,"{""HasQuantity"": ""T1-2""}"
1390,S2213158213000582-1398,3,Quantity,131,137,T1-3,< 0.05,"{""mods"": [""IsRange""]}"
1391,S2213158213000582-1398,3,MeasuredProperty,125,130,T3-3,FDR q,"{""HasQuantity"": ""T1-3""}"
1392,S2213158213000582-1398,3,MeasuredEntity,79,123,T2-3,group differences in STG and non-STG regions,"{""HasProperty"": ""T3-3""}"
1393,S2213158213000582-1398,4,Quantity,257,263,T1-4,100 ms,"{""unit"": ""ms""}"
1394,S2213158213000582-1398,4,MeasuredEntity,33,52,T2-4,group contrast maps,"{""HasQuantity"": ""T1-4""}"
1395,S2213158213000582-1398,5,Quantity,363,369,T1-5,100 ms,"{""unit"": ""ms""}"
1396,S2213158213000582-1398,5,MeasuredEntity,33,52,T3-5,group contrast maps,"{""HasQuantity"": ""T1-5""}"
1406,S2213158213000582-1424,1,Quantity,1084,1089,T1-1,50 ms,"{""unit"": ""ms""}"
1407,S2213158213000582-1424,1,MeasuredProperty,1111,1128,T4-1,auditory activity,"{""HasQuantity"": ""T1-1""}"
1408,S2213158213000582-1424,1,MeasuredEntity,1090,1110,T3-1,temporal and frontal,"{""HasProperty"": ""T4-1""}"
1409,S2213158213000582-1424,2,Quantity,1286,1292,T1-2,100 ms,"{""unit"": ""ms""}"
1410,S2213158213000582-1424,2,MeasuredProperty,1314,1331,T4-2,auditory activity,"{""HasQuantity"": ""T1-2""}"
1411,S2213158213000582-1424,2,MeasuredEntity,1293,1313,T3-2,temporal and frontal,"{""HasProperty"": ""T4-2""}"
1412,S2213158213000582-1424,3,Quantity,1536,1539,T1-3,two,"{""mods"": [""IsCount""]}"
1413,S2213158213000582-1424,3,MeasuredEntity,1540,1547,T2-3,studies,"{""HasQuantity"": ""T1-3""}"
1414,S2213158213000582-1424,4,Quantity,1724,1730,T1-4,100 ms,"{""unit"": ""ms""}"
1415,S2213158213000582-1424,4,MeasuredProperty,1731,1748,T3-4,auditory activity,"{""HasQuantity"": ""T1-4""}"
1416,S2213158213000582-1424,4,MeasuredEntity,1752,1817,T4-4,"middle temporal gyrus, parietal, cingulate, and occipital regions","{""HasProperty"": ""T3-4""}"
1417,S2213158213000582-1469,1,Quantity,318,324,T1-1,100 ms,"{""unit"": ""ms""}"
1418,S2213158213000582-1469,1,MeasuredEntity,325,355,T3-1,abnormalities in schizophrenia,"{""HasQuantity"": ""T1-1""}"
1419,S2213158213000582-1469,2,Quantity,545,551,T1-2,100 ms,"{""unit"": ""ms""}"
1420,S2213158213000582-1469,2,MeasuredEntity,552,568,T2-2,auditory studies,"{""HasQuantity"": ""T1-2""}"
1429,S2213158213000582-766,1,Quantity,27,33,T1-1,100 ms,"{""unit"": ""ms""}"
1430,S2213158213000582-766,1,MeasuredEntity,34,42,T2-1,activity,"{""HasQuantity"": ""T1-1""}"
1463,S2213158213001253-2583,1,Quantity,2647,2659,T1-1,4 × 4 × 5 mm,"{""unit"": ""mm""}"
1464,S2213158213001253-2583,1,MeasuredProperty,2617,2627,T3-1,resolution,"{""HasQuantity"": ""T1-1""}"
1465,S2213158213001253-2583,1,MeasuredEntity,2635,2645,T2-1,fMRI scans,"{""HasProperty"": ""T3-1""}"
1469,S2213671113000738-667,1,Quantity,370,378,T1-1,25 ng/ml,"{""unit"": ""ng/ml""}"
1470,S2213671113000738-667,1,MeasuredEntity,345,368,T3-1,interferon gamma (IFN-γ,"{""HasQuantity"": ""T1-1""}"
1471,S2213671113000738-667,1,Qualifier,379,388,T4-1,for 48 hr,"{""Qualifies"": ""T3-1""}"
1472,S2213671113000738-667,2,Quantity,383,388,T1-2,48 hr,"{""unit"": ""hr""}"
1473,S2213671113000738-667,2,MeasuredProperty,333,368,T4-2,response to interferon gamma (IFN-γ,"{""HasQuantity"": ""T1-2""}"
1474,S2213671113000738-667,2,MeasuredEntity,92,117,T3-2,iPSC-derived neural cells,"{""HasProperty"": ""T4-2""}"
1475,S2213671113000738-667,3,Quantity,440,459,T1-3,approximately 1:100,"{""mods"": [""IsApproximate""]}"
1476,S2213671113000738-667,3,MeasuredProperty,406,435,T3-3,expression level of the mRNAs,"{""HasQuantity"": ""T1-3""}"
1477,S2213671113000738-667,3,MeasuredEntity,40,117,T4-3,major histocompatibility complex class I (MHC-I) in iPSC-derived neural cells,"{""HasProperty"": ""T3-3""}"
1478,S2213671113000738-667,3,Qualifier,460,545,T2-3,compared with peripheral blood cells in both fibroblast- and blood-cell-derived iPSCs,"{""Qualifies"": ""T3-3""}"
1482,S2213671113000908-643,1,Quantity,10,17,T1-1,25 days,"{""unit"": ""days""}"
1483,S2213671113000908-643,1,MeasuredProperty,21,36,T4-1,differentiation,"{""HasQuantity"": ""T1-1""}"
1484,S2213671113000908-643,1,MeasuredEntity,38,43,T2-1,cells,"{""HasProperty"": ""T4-1""}"
1485,S2213671113000921-756,1,Quantity,69,75,T1-1,200 μm,"{""unit"": ""μm""}"
1486,S2213671113000921-756,1,MeasuredEntity,48,57,T2-1,scale bar,"{""HasQuantity"": ""T1-1""}"
1490,S0012821X12004384-1302,1,Quantity,553,557,T91-1,Five,"{""mods"": [""IsCount""]}"
1491,S0012821X12004384-1302,1,MeasuredEntity,558,565,T101-1,samples,"{""HasQuantity"": ""T91-1""}"
1492,S0012821X12004384-1302,2,Quantity,588,637,T12-2,"2619.60, 2617.35, 2617.44, 2614.73, and 2614.71 m","{""mods"": [""IsList""], ""unit"": ""m""}"
1493,S0012821X12004384-1302,2,MeasuredEntity,558,565,T102-2,samples,"{""HasQuantity"": ""T12-2""}"
1494,S0012821X12004384-1302,2,Qualifier,571,584,T152-2,below the CIE,"{""Qualifies"": ""T102-2""}"
1495,S0012821X12004384-1302,3,Quantity,769,800,T23-3,"2619.60, 2614.73, and 2614.71 m","{""mods"": [""IsList""], ""unit"": ""m""}"
1496,S0012821X12004384-1302,3,MeasuredEntity,760,767,T113-3,samples,"{""HasQuantity"": ""T23-3""}"
1497,S0012821X12004384-1302,4,Quantity,1481,1484,T34-4,two,"{""mods"": [""IsCount""]}"
1498,S0012821X12004384-1302,4,MeasuredEntity,1485,1492,T144-4,samples,"{""HasQuantity"": ""T34-4""}"
1499,S0012821X12004384-1302,5,Quantity,1493,1512,T135-5,2619.60 and 2614.71,"{""mods"": [""IsList""]}"
1500,S0012821X12004384-1302,5,MeasuredEntity,1485,1492,T145-5,samples,"{""HasQuantity"": ""T135-5""}"
1501,S0012821X12004384-1405,1,Quantity,626,628,T41-1,20,"{""mods"": [""IsCount""]}"
1502,S0012821X12004384-1405,1,MeasuredEntity,629,638,T11-1,specimens,"{""HasQuantity"": ""T41-1""}"
1503,S0012821X12004384-1405,2,Quantity,775,784,T22-2,0% to 80%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
1504,S0012821X12004384-1405,2,MeasuredProperty,726,760,T62-2,%low salinity dinoflagellate cysts,"{""HasQuantity"": ""T22-2""}"
1505,S0012821X12004384-1405,2,MeasuredEntity,602,609,T52-2,Samples,"{""HasProperty"": ""T62-2""}"
1506,S0012821X12004384-1405,2,Qualifier,610,657,T32-2,with fewer than 20 specimens were also excluded,"{""Qualifies"": ""T52-2""}"
1507,S0012821X12004384-1415,1,Quantity,39,58,T11-1,from 2632 to 2618 m,"{""mods"": [""IsRange""], ""unit"": ""m""}"
1508,S0012821X12004384-1415,1,MeasuredEntity,0,37,T21-1,Dinoflagellate cyst assemblage 1 (DA1,"{""HasQuantity"": ""T11-1""}"
1509,S0012821X12004384-1415,2,Quantity,280,293,T52-2,on average 5%,"{""mods"": [""IsMean""], ""unit"": ""%""}"
1510,S0012821X12004384-1415,2,MeasuredProperty,294,310,T32-2,peridinoid cysts,"{""HasQuantity"": ""T52-2""}"
1511,S0012821X12004384-1415,2,MeasuredEntity,262,265,T42-2,DA1,"{""HasProperty"": ""T32-2""}"
1512,S0012821X12004384-1594,1,Quantity,156,168,T11-1,above 2618 m,"{""mods"": [""IsRange""], ""unit"": ""m""}"
1513,S0012821X12004384-1594,1,MeasuredEntity,180,189,T21-1,CIE onset,"{""HasQuantity"": ""T11-1""}"
1514,S0012821X12004384-1594,2,Quantity,310,314,T62-2,40°N,"{""unit"": ""°N""}"
1515,S0012821X12004384-1594,2,MeasuredProperty,283,300,T42-2,southern boundary,"{""HasQuantity"": ""T62-2""}"
1516,S0012821X12004384-1594,2,MeasuredEntity,259,277,T52-2,northern rain belt,"{""HasProperty"": ""T42-2""}"
1517,S0012821X12004384-1599,1,Quantity,76,88,T21-1,from 103 yrs,"{""mods"": [""IsRange""], ""unit"": ""yrs""}"
1518,S0012821X12004384-1599,1,MeasuredProperty,89,95,T41-1,before,"{""HasQuantity"": ""T21-1""}"
1519,S0012821X12004384-1599,1,MeasuredEntity,100,109,T31-1,CIE onset,"{""HasProperty"": ""T41-1""}"
1520,S0012821X12004384-1599,2,Quantity,111,123,T12-2,above 2618 m,"{""mods"": [""IsRange""], ""unit"": ""m""}"
1521,S0012821X12004384-1599,2,MeasuredProperty,89,95,T42-2,before,"{""HasQuantity"": ""T12-2""}"
1522,S0012821X12004384-1599,2,MeasuredEntity,100,109,T32-2,CIE onset,"{""HasProperty"": ""T42-2""}"
1523,S0012821X13002185-1061,1,Quantity,147,155,T21-1,∼33.7 Ma,"{""mods"": [""IsApproximate""], ""unit"": ""Ma""}"
1524,S0012821X13002185-1061,1,MeasuredEntity,141,144,T61-1,Oi1,"{""HasQuantity"": ""T21-1""}"
1525,S0012821X13002185-1061,2,Quantity,296,316,T12-2,between 60% and 100%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
1526,S0012821X13002185-1061,2,MeasuredProperty,325,352,T72-2,present today on Antarctica,"{""HasQuantity"": ""T12-2""}"
1527,S0012821X13002185-1061,2,MeasuredEntity,285,295,T32-2,ice volume,"{""HasProperty"": ""T72-2""}"
1528,S0012821X13002185-1061,2,Qualifier,208,211,T92-2,Oi1,"{""Qualifies"": ""T32-2""}"
1529,S0012821X13002185-1061,3,Quantity,363,370,T53-3,∼400 ka,"{""mods"": [""IsApproximate""], ""unit"": ""ka""}"
1530,S0012821X13002185-1061,3,MeasuredProperty,267,295,T83-3,emplacement of an ice volume,"{""HasQuantity"": ""T53-3""}"
1531,S0012821X13002185-1061,3,MeasuredEntity,208,211,T43-3,Oi1,"{""HasProperty"": ""T83-3""}"
1532,S0012821X13002185-1061,4,Quantity,390,402,T104-4,million-year,"{""unit"": ""year""}"
1533,S0012821X13002185-1061,4,MeasuredEntity,403,412,T114-4,timescale,"{""HasQuantity"": ""T104-4""}"
1534,S0012821X13002185-1061,5,Quantity,870,875,T145-5,∼2 Ma,"{""mods"": [""IsApproximate""], ""unit"": ""Ma""}"
1535,S0012821X13002185-1061,5,MeasuredProperty,864,869,T135-5,began,"{""HasQuantity"": ""T145-5""}"
1536,S0012821X13002185-1061,5,MeasuredEntity,851,858,T125-5,decline,"{""HasProperty"": ""T135-5""}"
1537,S0012821X13002185-1061,5,Qualifier,876,948,T155-5,prior to geological and stable isotope evidence for Antarctic glaciation,"{""Qualifies"": ""T145-5""}"
