,docId,annotSet,annotType,startOffset,endOffset,annotId,text,other
782,S0016236113008041-3171,3,MeasuredProperty,196,198,T243-3,Sn,"{""HasQuantity"": ""T253-3""}"
783,S0016236113008041-3171,3,MeasuredEntity,57,70,T233-3,solid sorbent,"{""HasProperty"": ""T243-3""}"
784,S0016236113008041-3171,3,Qualifier,354,363,T13-3,for 13 kg,"{""Qualifies"": ""T233-3""}"
785,S0016236113008041-3171,4,Quantity,358,363,T24-4,13 kg,"{""unit"": ""kg""}"
786,S0016236113008041-3171,4,MeasuredEntity,266,279,T134-4,bed inventory,"{""HasQuantity"": ""T24-4""}"
787,S0016236113008041-3171,5,Quantity,493,499,T45-5,<1 ppm,"{""mods"": [""IsRange""], ""unit"": ""ppm""}"
788,S0016236113008041-3171,5,MeasuredProperty,380,392,T125-5,"Gd, Dy and U","{""HasQuantity"": ""T45-5""}"
789,S0016236113008041-3171,5,MeasuredEntity,57,70,T235-5,solid sorbent,"{""HasProperty"": ""T125-5""}"
790,S0016236113008041-3171,6,Quantity,626,642,T86-6,6 kg over 4.5 kg,"{""unit"": ""kg""}"
791,S0016236113008041-3171,6,MeasuredEntity,266,279,T136-6,bed inventory,"{""HasQuantity"": ""T86-6""}"
792,S0016236113008041-3171,7,Quantity,669,682,T58-7,6 kg to 13 kg,"{""mods"": [""IsList""], ""unit"": ""kg""}"
793,S0016236113008041-3171,7,MeasuredEntity,266,279,T138-7,bed inventory,"{""HasQuantity"": ""T58-7""}"
794,S0016236113008041-3171,8,Quantity,731,739,T2110-8,<0.1 ppm,"{""mods"": [""IsRange""], ""unit"": ""ppm""}"
795,S0016236113008041-3171,8,MeasuredProperty,702,725,T2010-8,flue gas concentrations,"{""HasQuantity"": ""T2110-8""}"
796,S0016236113008041-3171,8,MeasuredEntity,688,701,T1510-8,minor element,"{""HasProperty"": ""T2010-8""}"
797,S0016236113008041-3186,1,Quantity,109,129,T11-1,greater than 0.1 ppm,"{""mods"": [""IsRange""], ""unit"": ""ppm""}"
798,S0016236113008041-3186,1,MeasuredProperty,94,108,T91-1,concentrations,"{""HasQuantity"": ""T11-1""}"
799,S0016236113008041-3186,1,MeasuredEntity,67,79,T101-1,"Rb, Nb and W","{""HasProperty"": ""T91-1""}"
800,S0016236113008041-3186,2,Quantity,196,200,T52-2,0.06,"{""unit"": ""ppm""}"
801,S0016236113008041-3186,2,MeasuredProperty,166,179,T122-2,concentration,"{""HasQuantity"": ""T52-2""}"
802,S0016236113008041-3186,2,MeasuredEntity,131,132,T112-2,W,"{""HasProperty"": ""T122-2""}"
803,S0016236113008041-3186,2,Qualifier,237,240,T182-2,4.5,"{""Qualifies"": ""T122-2""}"
804,S0016236113008041-3186,3,Quantity,204,208,T63-3,0.42,"{""unit"": ""ppm""}"
805,S0016236113008041-3186,3,MeasuredProperty,166,179,T123-3,concentration,"{""HasQuantity"": ""T63-3""}"
806,S0016236113008041-3186,3,MeasuredEntity,131,132,T113-3,W,"{""HasProperty"": ""T123-3""}"
807,S0016236113008041-3186,3,Qualifier,242,243,T193-3,6,"{""Qualifies"": ""T123-3""}"
808,S0016236113008041-3186,4,Quantity,212,220,T24-4,0.74 ppm,"{""unit"": ""ppm""}"
809,S0016236113008041-3186,4,MeasuredProperty,166,179,T124-4,concentration,"{""HasQuantity"": ""T24-4""}"
810,S0016236113008041-3186,4,MeasuredEntity,131,132,T114-4,W,"{""HasProperty"": ""T124-4""}"
811,S0016236113008041-3186,4,Qualifier,248,253,T34-4,13 kg,"{""Qualifies"": ""T124-4""}"
812,S0016236113008041-3186,5,Quantity,237,253,T75-5,"4.5, 6 and 13 kg","{""unit"": ""kg""}"
813,S0016236113008041-3186,5,MeasuredEntity,225,236,T135-5,inventories,"{""HasQuantity"": ""T75-5""}"
814,S0016236113008041-3186,6,Quantity,343,351,T48-6,<0.1 ppm,"{""mods"": [""IsRange""], ""unit"": ""ppm""}"
815,S0016236113008041-3186,6,MeasuredProperty,286,309,T158-6,flue gas concentrations,"{""HasQuantity"": ""T48-6""}"
816,S0016236113008041-3186,6,MeasuredEntity,272,285,T148-6,trace element,"{""HasProperty"": ""T158-6""}"
817,S0016236113008041-3207,1,Quantity,131,137,T11-1,90–95%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
818,S0016236113008041-3207,1,MeasuredProperty,78,119,T21-1,Substitution via cation exchange for Ca2+,"{""HasQuantity"": ""T11-1""}"
819,S0016236113008041-3207,1,MeasuredEntity,141,149,T41-1,elements,"{""HasProperty"": ""T21-1""}"
820,S0016236113008041-3257,1,Quantity,323,338,T1-1,weight% of 0.34,"{""unit"": ""weight%""}"
821,S0016236113008041-3257,1,MeasuredProperty,276,278,T3-1,Al,"{""HasQuantity"": ""T1-1""}"
822,S0016236113008041-3257,1,MeasuredEntity,301,317,T2-1,unreacted sample,"{""HasProperty"": ""T3-1""}"
823,S0016236113008041-3257,2,Quantity,380,385,T1-2,0.67%,"{""unit"": ""%""}"
824,S0016236113008041-3257,2,MeasuredProperty,276,278,T2-2,Al,"{""HasQuantity"": ""T1-2""}"
825,S0016236113008041-3257,2,MeasuredEntity,400,406,T4-2,4.5 kg,"{""HasProperty"": ""T2-2""}"
826,S0016236113008041-3257,2,Qualifier,416,423,T5-2,samples,"{""Qualifies"": ""T4-2""}"
827,S0016236113008041-3257,3,Quantity,390,395,T1-3,0.66%,"{""unit"": ""%""}"
828,S0016236113008041-3257,3,MeasuredProperty,276,278,T3-3,Al,"{""HasQuantity"": ""T1-3""}"
829,S0016236113008041-3257,3,MeasuredEntity,411,423,T2-3,6 kg samples,"{""HasProperty"": ""T3-3""}"
830,S0016236113008041-3257,4,Quantity,400,415,T1-4,4.5 kg and 6 kg,"{""mods"": [""IsList""], ""unit"": ""kg""}"
831,S0016236113008041-3257,4,MeasuredEntity,416,423,T3-4,samples,"{""HasQuantity"": ""T1-4""}"
832,S0016236113008041-3257,5,Quantity,466,471,T1-5,3.98%,"{""unit"": ""%""}"
833,S0016236113008041-3257,5,MeasuredProperty,276,278,T3-5,Al,"{""HasQuantity"": ""T1-5""}"
834,S0016236113008041-3257,5,MeasuredEntity,476,499,T2-5,13 kg sample of sorbent,"{""HasProperty"": ""T3-5""}"
835,S0016236113008041-3257,6,Quantity,476,481,T1-6,13 kg,"{""unit"": ""kg""}"
836,S0016236113008041-3257,6,MeasuredEntity,482,499,T2-6,sample of sorbent,"{""HasQuantity"": ""T1-6""}"
837,S0016236113008041-3269,1,Quantity,287,304,T41-1,1000 and 2000 ppm,"{""mods"": [""IsList""], ""unit"": ""ppm""}"
838,S0016236113008041-3269,1,MeasuredProperty,188,201,T361-1,concentration,"{""HasQuantity"": ""T41-1""}"
839,S0016236113008041-3269,1,MeasuredEntity,184,187,T221-1,SO2,"{""HasProperty"": ""T361-1""}"
840,S0016236113008041-3269,2,Quantity,354,367,T32-2,0 to 1000 ppm,"{""mods"": [""IsRange""], ""unit"": ""ppm""}"
841,S0016236113008041-3269,2,MeasuredProperty,188,201,T362-2,concentration,"{""HasQuantity"": ""T32-2""}"
842,S0016236113008041-3269,2,MeasuredEntity,184,187,T222-2,SO2,"{""HasProperty"": ""T362-2""}"
843,S0016236113008041-3269,3,Quantity,446,454,T53-3,1000 ppm,"{""unit"": ""ppm""}"
844,S0016236113008041-3269,3,MeasuredProperty,188,201,T363-3,concentration,"{""HasQuantity"": ""T53-3""}"
845,S0016236113008041-3269,3,MeasuredEntity,184,187,T223-3,SO2,"{""HasProperty"": ""T363-3""}"
846,S0016236113008041-3269,4,Quantity,484,498,T64-4,0 and 2000 ppm,"{""mods"": [""IsList""], ""unit"": ""ppm""}"
847,S0016236113008041-3269,4,MeasuredProperty,188,201,T364-4,concentration,"{""HasQuantity"": ""T64-4""}"
848,S0016236113008041-3269,4,MeasuredEntity,184,187,T224-4,SO2,"{""HasProperty"": ""T364-4""}"
849,S0016236113008041-3269,5,Quantity,714,722,T75-5,1000 ppm,"{""unit"": ""ppm""}"
850,S0016236113008041-3269,5,MeasuredProperty,188,201,T365-5,concentration,"{""HasQuantity"": ""T75-5""}"
851,S0016236113008041-3269,5,MeasuredEntity,184,187,T225-5,SO2,"{""HasProperty"": ""T365-5""}"
852,S0016236113008041-3269,6,Quantity,764,771,T96-6,135 ppm,"{""unit"": ""ppm""}"
853,S0016236113008041-3269,6,MeasuredProperty,742,756,T206-6,concentrations,"{""HasQuantity"": ""T96-6""}"
854,S0016236113008041-3269,6,MeasuredEntity,760,762,T316-6,Ti,"{""HasProperty"": ""T206-6""}"
855,S0016236113008041-3269,6,Qualifier,714,726,T126-6,1000 ppm SO2,"{""Qualifies"": ""T316-6""}"
856,S0016236113008041-3269,6,Qualifier,772,789,T326-6,for single column,"{""Qualifies"": ""T96-6""}"
857,S0016236113008041-3269,7,Quantity,791,798,T117-7,407 ppm,"{""unit"": ""ppm""}"
858,S0016236113008041-3269,7,MeasuredProperty,742,756,T207-7,concentrations,"{""HasQuantity"": ""T117-7""}"
859,S0016236113008041-3269,7,MeasuredEntity,760,762,T317-7,Ti,"{""HasProperty"": ""T207-7""}"
860,S0016236113008041-3269,7,Qualifier,714,726,T127-7,1000 ppm SO2,"{""Qualifies"": ""T317-7""}"
861,S0016236113008041-3269,7,Qualifier,799,815,T337-7,for looping test,"{""Qualifies"": ""T117-7""}"
862,S0016236113008041-3269,8,Quantity,829,843,T88-8,0 and 2000 ppm,"{""mods"": [""IsList""], ""unit"": ""ppm""}"
863,S0016236113008041-3269,8,MeasuredProperty,188,201,T368-8,concentration,"{""HasQuantity"": ""T88-8""}"
864,S0016236113008041-3269,8,MeasuredEntity,184,187,T228-8,SO2,"{""HasProperty"": ""T368-8""}"
865,S0016236113008041-3269,9,Quantity,858,873,T109-9,close to 10 ppm,"{""mods"": [""IsApproximate""], ""unit"": ""ppm""}"
866,S0016236113008041-3269,9,MeasuredProperty,742,756,T209-9,concentrations,"{""HasQuantity"": ""T109-9""}"
867,S0016236113008041-3269,9,MeasuredEntity,760,762,T319-9,Ti,"{""HasProperty"": ""T209-9""}"
868,S0016236113008041-3269,9,Qualifier,877,890,T399-9,in both tests,"{""Qualifies"": ""T109-9""}"
869,S0016236113008041-3269,9,Qualifier,829,847,T389-9,0 and 2000 ppm SO2,"{""Qualifies"": ""T319-9""}"
870,S0016236113008041-3269,10,Quantity,989,992,T1510-10,9.4,"{""unit"": ""ppm""}"
871,S0016236113008041-3269,10,MeasuredProperty,949,962,T2110-10,concentration,"{""HasQuantity"": ""T1510-10""}"
872,S0016236113008041-3269,10,MeasuredEntity,892,894,T4010-10,Zn,"{""HasProperty"": ""T2110-10""}"
873,S0016236113008041-3269,10,Qualifier,1017,1040,T2310-10,SO2 concentrations of 0,"{""Qualifies"": ""T1510-10""}"
874,S0016236113008041-3269,11,Quantity,996,1000,T1611-11,14.1,"{""unit"": ""ppm""}"
875,S0016236113008041-3269,11,MeasuredProperty,949,962,T2111-11,concentration,"{""HasQuantity"": ""T1611-11""}"
876,S0016236113008041-3269,11,MeasuredEntity,892,894,T4011-11,Zn,"{""HasProperty"": ""T2111-11""}"
877,S0016236113008041-3269,11,Qualifier,1042,1046,T2411-11,1000,"{""Qualifies"": ""T1611-11""}"
878,S0016236113008041-3269,12,Quantity,1004,1012,T112-12,66.8 ppm,"{""unit"": ""ppm""}"
879,S0016236113008041-3269,12,MeasuredProperty,949,962,T2112-12,concentration,"{""HasQuantity"": ""T112-12""}"
880,S0016236113008041-3269,12,MeasuredEntity,892,894,T4012-12,Zn,"{""HasProperty"": ""T2112-12""}"
881,S0016236113008041-3269,12,Qualifier,1051,1059,T2512-12,2000 ppm,"{""Qualifies"": ""T112-12""}"
882,S0016236113008041-3269,13,Quantity,1039,1059,T1713-13,"0, 1000 and 2000 ppm","{""unit"": ""ppm""}"
883,S0016236113008041-3269,13,MeasuredProperty,1021,1035,T4313-13,concentrations,"{""HasQuantity"": ""T1713-13""}"
884,S0016236113008041-3269,13,MeasuredEntity,1017,1020,T4213-13,SO2,"{""HasProperty"": ""T4313-13""}"
885,S0016236113008041-3290,1,Quantity,139,145,T11-1,<1 ppm,"{""mods"": [""IsRange""], ""unit"": ""ppm""}"
886,S0016236113008041-3290,1,MeasuredProperty,100,114,T71-1,Concentrations,"{""HasQuantity"": ""T11-1""}"
887,S0016236113008041-3290,1,MeasuredEntity,18,39,T81-1,gaseous major element,"{""HasProperty"": ""T71-1""}"
888,S0016236113008041-3290,2,Quantity,203,207,T52-2,0.63,"{""unit"": ""ppm""}"
889,S0016236113008041-3290,2,MeasuredProperty,185,199,T182-2,concentrations,"{""HasQuantity"": ""T52-2""}"
890,S0016236113008041-3290,2,MeasuredEntity,152,154,T92-2,Fe,"{""HasProperty"": ""T182-2""}"
891,S0016236113008041-3290,3,Quantity,212,220,T23-3,0.51 ppm,"{""unit"": ""ppm""}"
892,S0016236113008041-3290,3,MeasuredProperty,185,199,T103-3,concentrations,"{""HasQuantity"": ""T23-3""}"
893,S0016236113008041-3290,3,MeasuredEntity,159,161,T193-3,Si,"{""HasProperty"": ""T103-3""}"
894,S0016236113008041-3290,4,Quantity,257,265,T34-4,1000 ppm,"{""unit"": ""ppm""}"
895,S0016236113008041-3290,4,MeasuredEntity,266,269,T114-4,SO2,"{""HasQuantity"": ""T34-4""}"
896,S0016236113008041-3290,5,Quantity,424,438,T45-5,0 and 2000 ppm,"{""mods"": [""IsList""], ""unit"": ""ppm""}"
897,S0016236113008041-3290,5,MeasuredEntity,439,442,T65-5,SO2,"{""HasQuantity"": ""T45-5""}"
898,S0016236113008041-872,1,Quantity,99,121,T1-1,"4.5 kg, 6 kg and 13 kg","{""mods"": [""IsList""], ""unit"": ""kg""}"
899,S0016236113008041-872,1,MeasuredEntity,80,95,T3-1,bed inventories,"{""HasQuantity"": ""T1-1""}"
900,S0016236113008041-872,1,Qualifier,122,127,T4-1,CaCO3,"{""Qualifies"": ""T3-1""}"
901,S0016236113008041-890,1,Quantity,97,119,T31-1,"4.5 kg, 6 kg and 13 kg","{""mods"": [""IsList""], ""unit"": ""kg""}"
902,S0016236113008041-890,1,MeasuredProperty,120,125,T51-1,CaCO3,"{""HasQuantity"": ""T31-1""}"
903,S0016236113008041-890,1,MeasuredEntity,78,93,T41-1,bed inventories,"{""HasProperty"": ""T51-1""}"
904,S0016236113008041-913,1,Quantity,96,124,T21-1,"0 ppm, 1000 ppm and 2000 ppm","{""mods"": [""IsList""], ""unit"": ""ppm""}"
905,S0016236113008041-913,1,MeasuredProperty,74,92,T71-1,SO2 concentrations,"{""HasQuantity"": ""T21-1""}"
906,S0016236113008041-913,2,Quantity,147,152,T44-2,13 kg,"{""unit"": ""kg""}"
907,S0016236113008041-913,2,MeasuredProperty,153,158,T54-2,CaCO3,"{""HasQuantity"": ""T44-2""}"
908,S0016236113008041-913,2,MeasuredEntity,130,143,T64-2,bed inventory,"{""HasProperty"": ""T54-2""}"
909,S0016236113008041-961,1,Quantity,110,113,T1-1,+1%,"{""unit"": ""%""}"
910,S0016236113008041-961,1,MeasuredEntity,96,106,T2-1,error bars,"{""HasQuantity"": ""T1-1""}"
911,S0016236113008041-967,1,Quantity,40,62,T11-1,"4.5 kg, 6 kg and 13 kg","{""mods"": [""IsList""], ""unit"": ""kg""}"
912,S0016236113008041-967,1,MeasuredEntity,63,70,T41-1,sorbent,"{""HasQuantity"": ""T11-1""}"
913,S0019103511004994-1382,1,Quantity,370,379,T101-1,2005–2010,"{""mods"": [""IsRange""]}"
914,S0019103511004994-1382,1,MeasuredEntity,358,369,T91-1,time period,"{""HasQuantity"": ""T101-1""}"
915,S0019103511004994-1382,2,Quantity,426,434,T52-2,14 times,
916,S0019103511004994-1382,2,MeasuredProperty,403,425,T62-2,flew close by the moon,"{""HasQuantity"": ""T52-2""}"
917,S0019103511004994-1382,2,MeasuredEntity,380,402,T42-2,the Cassini spacecraft,"{""HasProperty"": ""T62-2""}"
918,S0019103511004994-1382,3,Quantity,446,461,T13-3,as low as 25 km,"{""mods"": [""IsRange""]}"
919,S0019103511004994-1382,3,MeasuredEntity,380,402,T43-3,the Cassini spacecraft,"{""HasQuantity"": ""T13-3""}"
920,S0019103511004994-1382,3,Qualifier,462,479,T33-3,above the surface,"{""Qualifies"": ""T13-3""}"
921,S0019103511004994-1382,4,Quantity,739,755,T24-4,27 keV to 21 MeV,"{""mods"": [""IsRange""]}"
922,S0019103511004994-1382,4,MeasuredProperty,726,732,T74-4,energy,"{""HasQuantity"": ""T24-4""}"
923,S0019103511004994-1382,4,MeasuredEntity,697,705,T84-4,electron,"{""HasProperty"": ""T74-4""}"
924,S0019103511004994-1399,1,Quantity,32,45,T1-1,62 satellites,"{""mods"": [""IsCount""]}"
925,S0019103511004994-1399,1,MeasuredEntity,49,55,T2-1,Saturn,"{""HasQuantity"": ""T1-1""}"
926,S0019103511004994-1399,2,Quantity,92,112,T1-2,3.95 Saturn radii RS,"{""unit"": ""Saturn radii RS""}"
927,S0019103511004994-1399,2,MeasuredProperty,80,88,T4-2,distance,"{""HasQuantity"": ""T1-2""}"
928,S0019103511004994-1399,2,MeasuredEntity,0,9,T2-2,Enceladus,"{""HasProperty"": ""T4-2""}"
929,S0019103511004994-1399,2,Qualifier,57,74,T3-2,orbits the planet,"{""Qualifies"": ""T4-2""}"
930,S0019103511004994-1399,3,Quantity,120,129,T1-3,"60,268 km","{""unit"": ""km""}"
931,S0019103511004994-1399,3,MeasuredEntity,114,117,T3-3,1RS,"{""HasQuantity"": ""T1-3""}"
932,S0019103511004994-1399,4,Quantity,241,247,T1-4,252 km,"{""unit"": ""km""}"
933,S0019103511004994-1399,4,MeasuredProperty,221,232,T2-4,radius REnc,"{""HasQuantity"": ""T1-4""}"
934,S0019103511004994-1399,4,MeasuredEntity,0,9,T4-4,Enceladus,"{""HasProperty"": ""T2-4""}"
935,S0019103511004994-1399,5,Quantity,512,516,T1-5,1979,
936,S0019103511004994-1399,5,MeasuredProperty,480,492,T3-5,first flybys,"{""HasQuantity"": ""T1-5""}"
937,S0019103511004994-1399,5,MeasuredEntity,500,510,T2-5,Pioneer 11,"{""HasProperty"": ""T3-5""}"
938,S0019103511004994-1399,6,Quantity,530,534,T3-6,1980,
939,S0019103511004994-1399,6,MeasuredProperty,480,492,T1-6,first flybys,"{""HasQuantity"": ""T3-6""}"
940,S0019103511004994-1399,6,MeasuredEntity,519,528,T2-6,Voyager 1,"{""HasProperty"": ""T1-6""}"
941,S0019103511004994-1399,7,Quantity,551,555,T1-7,1981,
942,S0019103511004994-1399,7,MeasuredProperty,480,492,T3-7,first flybys,"{""HasQuantity"": ""T1-7""}"
943,S0019103511004994-1399,7,MeasuredEntity,540,549,T2-7,Voyager 2,"{""HasProperty"": ""T3-7""}"
944,S0019103511004994-1399,8,Quantity,735,750,T1-8,since July 2004,"{""mods"": [""IsRange""]}"
945,S0019103511004994-1399,8,MeasuredProperty,715,734,T3-8,orbit around Saturn,"{""HasQuantity"": ""T1-8""}"
946,S0019103511004994-1399,8,MeasuredEntity,692,710,T2-8,Cassini spacecraft,"{""HasProperty"": ""T3-8""}"
947,S0019103511004994-1399,9,Quantity,775,783,T1-9,14 times,
948,S0019103511004994-1399,9,MeasuredProperty,756,774,T3-9,flown by Enceladus,"{""HasQuantity"": ""T1-9""}"
949,S0019103511004994-1399,9,MeasuredEntity,692,710,T2-9,Cassini spacecraft,"{""HasProperty"": ""T3-9""}"
950,S0019103511004994-1399,9,Qualifier,784,805,T4-9,between 2005 and 2010,"{""Qualifies"": ""T3-9""}"
951,S0019103511004994-1399,10,Quantity,784,805,T1-10,between 2005 and 2010,"{""mods"": [""IsRange""]}"
952,S0019103511004994-1399,10,MeasuredProperty,756,783,T3-10,flown by Enceladus 14 times,"{""HasQuantity"": ""T1-10""}"
953,S0019103511004994-1399,10,MeasuredEntity,692,710,T2-10,Cassini spacecraft,"{""HasProperty"": ""T3-10""}"
954,S0019103511004994-1511,1,Quantity,313,357,T51-1,between about 20 keV and several tens of MeV,"{""mods"": [""IsApproximate"", ""IsRange""], ""unit"": ""MeV""}"
955,S0019103511004994-1511,1,MeasuredProperty,300,312,T71-1,energy range,"{""HasQuantity"": ""T51-1""}"
956,S0019103511004994-1511,1,MeasuredEntity,255,267,T81-1,charged ions,"{""HasProperty"": ""T71-1""}"
957,S0019103511004994-1511,2,Quantity,605,608,T212-2,two,"{""mods"": [""IsCount""]}"
958,S0019103511004994-1511,2,MeasuredEntity,619,628,T62-2,detectors,"{""HasQuantity"": ""T212-2""}"
959,S0019103511004994-1511,3,Quantity,713,717,T233-3,five,"{""mods"": [""IsCount""]}"
960,S0019103511004994-1511,3,MeasuredEntity,718,727,T223-3,detectors,"{""HasQuantity"": ""T233-3""}"
961,S0019103511004994-1511,4,Quantity,978,993,T14-4,"86 s, nominally","{""mods"": [""IsApproximate""], ""unit"": ""s""}"
962,S0019103511004994-1511,4,MeasuredProperty,927,977,T114-4,rotates about the −y-axis of the spacecraft within,"{""HasQuantity"": ""T14-4""}"
963,S0019103511004994-1511,4,MeasuredEntity,903,920,T104-4,movable turntable,"{""HasProperty"": ""T114-4""}"
964,S0019103511004994-1511,5,Quantity,1542,1548,T145-5,77.45°,"{""unit"": ""°""}"
965,S0019103511004994-1511,5,MeasuredProperty,1520,1538,T135-5,points at an angle,"{""HasQuantity"": ""T145-5""}"
966,S0019103511004994-1511,5,MeasuredEntity,1499,1519,T125-5,low-energy telescope,"{""HasProperty"": ""T135-5""}"
967,S0019103511004994-1511,5,Qualifier,1549,1600,T245-5,away from the −z direction towards the −x-direction,"{""Qualifies"": ""T135-5""}"
968,S0019103511004994-1511,6,Quantity,1705,1713,T166-6,16 times,"{""unit"": ""times""}"
969,S0019103511004994-1511,6,MeasuredProperty,1662,1695,T276-6,time resolution of the instrument,"{""HasQuantity"": ""T166-6""}"
970,S0019103511004994-1511,6,MeasuredEntity,1834,1862,T256-6,a given pointing/pitch angle,"{""HasProperty"": ""T276-6""}"
971,S0019103511004994-1511,6,Qualifier,1714,1746,T266-6,better than in the rotating mode,"{""Qualifies"": ""T166-6""}"
972,S0019103511004994-1511,6,Qualifier,1637,1654,T206-6,non-rotating mode,"{""Qualifies"": ""T276-6""}"
973,S0019103511004994-1511,7,Quantity,1748,1754,T27-7,5.65 s,"{""unit"": ""s""}"
974,S0019103511004994-1511,7,MeasuredProperty,1662,1695,T157-7,time resolution of the instrument,"{""HasQuantity"": ""T27-7""}"
975,S0019103511004994-1511,7,MeasuredEntity,1764,1777,T177-7,rate channels,"{""HasProperty"": ""T157-7""}"
976,S0019103511004994-1511,7,Qualifier,1733,1746,T197-7,rotating mode,"{""Qualifies"": ""T157-7""}"
977,S0019103511004994-1511,8,Quantity,1781,1787,T48-8,0.66 s,"{""unit"": ""s""}"
978,S0019103511004994-1511,8,MeasuredProperty,1662,1695,T288-8,time resolution of the instrument,"{""HasQuantity"": ""T48-8""}"
979,S0019103511004994-1511,8,MeasuredEntity,1796,1813,T188-8,priority channels,"{""HasProperty"": ""T288-8""}"
980,S0019103511004994-1511,8,Qualifier,1733,1746,T198-8,rotating mode,"{""Qualifies"": ""T288-8""}"
981,S0019103511004994-1511,9,Quantity,1825,1829,T39-9,86 s,"{""unit"": ""s""}"
982,S0019103511004994-1511,9,MeasuredProperty,1662,1695,T279-9,time resolution of the instrument,"{""HasQuantity"": ""T39-9""}"
983,S0019103511004994-1511,9,MeasuredEntity,1834,1862,T259-9,a given pointing/pitch angle,"{""HasProperty"": ""T279-9""}"
984,S0019103511004994-1511,9,Qualifier,1637,1654,T209-9,non-rotating mode,"{""Qualifies"": ""T279-9""}"
985,S0019103511004994-1565,1,Quantity,243,250,T11-1,±10 min,"{""mods"": [""IsRange""], ""unit"": ""min""}"
986,S0019103511004994-1565,1,MeasuredEntity,219,230,T21-1,time period,"{""HasQuantity"": ""T11-1""}"
987,S0019103511004994-1565,1,Qualifier,251,274,T31-1,around closest approach,"{""Qualifies"": ""T11-1""}"
988,S0019103511004994-1565,2,Quantity,1396,1406,T42-2,56–100 keV,"{""mods"": [""IsRange""], ""unit"": ""keV""}"
989,S0019103511004994-1565,2,MeasuredProperty,1350,1381,T62-2,measured differential intensity,"{""HasQuantity"": ""T42-2""}"
990,S0019103511004994-1565,2,MeasuredEntity,1385,1394,T52-2,electrons,"{""HasProperty"": ""T62-2""}"
991,S0019103511004994-1607,1,Quantity,183,188,T1-1,50 km,"{""unit"": ""km""}"
992,S0019103511004994-1607,1,MeasuredProperty,158,174,T4-1,minimum distance,"{""HasQuantity"": ""T1-1""}"
993,S0019103511004994-1607,1,MeasuredEntity,0,18,T3-1,Flybys E12 and E13,"{""HasProperty"": ""T4-1""}"
994,S0019103511004994-1607,1,Qualifier,109,150,T5-1,directly above the north pole of the moon,"{""Qualifies"": ""T4-1""}"
995,S0019103511004994-1607,2,Quantity,331,334,T1-2,two,"{""mods"": [""IsCount""]}"
996,S0019103511004994-1607,2,MeasuredEntity,335,341,T2-2,flybys,"{""HasQuantity"": ""T1-2""}"
997,S0019103511004994-1607,3,Quantity,465,469,T1-3,four,"{""mods"": [""IsCount""]}"
998,S0019103511004994-1607,3,MeasuredEntity,470,476,T2-3,panels,"{""HasQuantity"": ""T1-3""}"
999,S0019103511004994-1607,3,Qualifier,459,464,T3-3,upper,"{""Qualifies"": ""T2-3""}"
1000,S0019103511004994-1607,4,Quantity,506,509,T1-4,two,"{""mods"": [""IsCount""]}"
1001,S0019103511004994-1607,4,MeasuredEntity,510,516,T2-4,panels,"{""HasQuantity"": ""T1-4""}"
1002,S0019103511004994-1607,4,Qualifier,500,505,T3-4,lower,"{""Qualifies"": ""T2-4""}"
1003,S0019103511004994-1607,5,Quantity,554,558,T1-5,115°,"{""unit"": ""°""}"
1004,S0019103511004994-1607,5,MeasuredProperty,526,552,T2-5,measured local pitch angle,"{""HasQuantity"": ""T1-5""}"
1005,S0019103511004994-1607,5,MeasuredEntity,566,569,T4-5,E12,"{""HasProperty"": ""T2-5""}"
1006,S0019103511004994-1607,6,Quantity,574,583,T1-6,about 75°,"{""mods"": [""IsApproximate""], ""unit"": ""°""}"
1007,S0019103511004994-1607,6,MeasuredProperty,526,552,T4-6,measured local pitch angle,"{""HasQuantity"": ""T1-6""}"
1008,S0019103511004994-1607,6,MeasuredEntity,588,591,T3-6,E13,"{""HasProperty"": ""T4-6""}"
1009,S0019103511004994-1607,7,Quantity,1084,1104,T1-7,tens to hundreds keV,"{""mods"": [""IsRange"", ""IsApproximate""], ""unit"": ""keV""}"
1010,S0019103511004994-1607,7,MeasuredProperty,1105,1113,T4-7,energies,"{""HasQuantity"": ""T1-7""}"
1011,S0019103511004994-1607,7,MeasuredEntity,1069,1078,T3-7,electrons,"{""HasProperty"": ""T4-7""}"
1012,S0019103511004994-1607,8,Quantity,1318,1321,T1-8,two,"{""mods"": [""IsCount""]}"
1013,S0019103511004994-1607,8,MeasuredEntity,1322,1327,T2-8,steps,"{""HasQuantity"": ""T1-8""}"
1014,S0019103511004994-996,1,Quantity,289,292,T1-1,0.1,
1015,S0019103511004994-996,1,MeasuredEntity,275,286,T2-1,parameter a,"{""HasQuantity"": ""T1-1""}"
1016,S0019103511004994-996,2,Quantity,328,331,T1-2,10%,"{""unit"": ""%""}"
1017,S0019103511004994-996,2,MeasuredProperty,300,324,T4-2,assumed surface velocity,"{""HasQuantity"": ""T1-2""}"
1018,S0019103511004994-996,2,MeasuredEntity,348,365,T3-2,upstream velocity,"{""HasProperty"": ""T4-2""}"
1019,S0019103512001388-1070,1,Quantity,40,58,T1-1,6 November 2011 UT,"{""unit"": ""UT""}"
1020,S0019103512001388-1070,1,MeasuredProperty,31,36,T4-1,taken,"{""HasQuantity"": ""T1-1""}"
